openalex_id,name,quartile,rank,score,fwci_mean,if2,if2_approx,h5,cite_cagr,self_cite_rate,paper_count,fwci_n,issn,eissn,ccf_rank,venue_type,data_status
https://openalex.org/S119722071,Annals of Internal Medicine,Q1,18,8.6937,8.0699,18.8612,0.0,66.0,0.9843,0.0,1770.0,864.0,0003-4819,1539-3704,,,ok
https://openalex.org/S93356601,American Journal of Respiratory and Critical Care Medicine,Q1,19,8.5785,4.5692,23.1119,0.0,75.0,1.2056,0.0,8241.0,1927.0,1073-449X,1535-4970,,,ok
https://openalex.org/S197939330,PLoS Medicine,Q1,20,8.4823,8.3707,17.6791,0.0,63.0,0.8598,0.0,702.0,641.0,1549-1277,1549-1676,,,ok
https://openalex.org/S4210217848,JAMA Network Open,Q1,21,8.4746,8.0372,17.3203,0.0,122.0,1.3554,0.0,8462.0,7628.0,2574-3805,,,,ok
https://openalex.org/S114430552,Journal of Clinical Investigation,Q1,22,8.2969,6.3308,19.3058,0.0,89.0,1.3748,0.0,2235.0,2026.0,0021-9738,1558-8238,,,ok
https://openalex.org/S86924810,JAMA Surgery,Q1,23,7.3741,6.7718,15.4867,0.0,56.0,1.2482,0.0,1008.0,687.0,2168-6254,2168-6262,,,ok
https://openalex.org/S15111687,Biomedicine & Pharmacotherapy,Q1,24,6.7683,4.3414,15.6752,0.0,110.0,1.7661,0.0,5776.0,5383.0,0753-3322,1950-6007,,,ok
https://openalex.org/S181568219,European Heart Journal,Q1,25,6.6183,5.227,13.8275,0.0,107.0,1.9347,0.0,18698.0,5075.0,0195-668X,1522-9645,,,ok
https://openalex.org/S183149254,Clinical Cancer Research,Q1,26,6.5305,4.8626,14.4257,0.0,78.0,1.3762,0.0,4817.0,2012.0,1078-0432,1557-3265,,,ok
https://openalex.org/S61859066,Journal Of Clinical Periodontology,Q1,27,6.3215,4.8914,14.121,0.0,40.0,1.7333,0.0,608.0,552.0,0303-6979,1600-051X,,,ok
https://openalex.org/S2737566431,Antioxidants,Q1,28,6.2979,4.327,13.8595,0.0,116.0,1.3476,0.0,7522.0,7060.0,2076-3921,,,,ok
https://openalex.org/S72350973,Clinical Infectious Diseases,Q1,29,6.2148,4.3383,14.0898,0.0,75.0,0.838,0.0,2718.0,2197.0,1058-4838,1537-6591,,,ok
https://openalex.org/S102860386,Clinical Nutrition,Q1,30,6.1867,4.6778,13.6294,0.0,54.0,1.548,0.0,1130.0,987.0,0261-5614,1532-1983,,,ok
https://openalex.org/S83853393,International Journal of Biological Macromolecules,Q1,31,6.1751,3.7931,13.9509,0.0,113.0,2.2263,0.0,27356.0,25003.0,0141-8130,1879-0003,,,ok
https://openalex.org/S106546978,Thorax,Q1,32,6.1539,4.6516,13.8899,0.0,41.0,1.2095,0.0,656.0,484.0,0040-6376,1468-3296,,,ok
https://openalex.org/S4393917726,BMJ,Q1,33,6.1527,6.3446,10.6606,0.0,115.0,0.6877,0.0,8974.0,5093.0,1756-1833,,,,ok
https://openalex.org/S67880631,Hypertension,Q1,34,6.1178,4.8019,13.0669,0.0,61.0,1.5191,0.0,2699.0,1026.0,0194-911X,1524-4563,,,ok
https://openalex.org/S62966998,British Journal of Cancer,Q1,35,5.9477,4.0917,13.3592,0.0,63.0,1.4767,0.0,1472.0,1338.0,0007-0920,1532-1827,,,ok
https://openalex.org/S77494981,PEDIATRICS,Q1,36,5.7541,5.8277,10.2349,0.0,63.0,1.1658,0.0,2458.0,1822.0,0031-4005,1098-4275,,,ok
https://openalex.org/S60865174,Journal of the American College of Cardiology,Q1,37,5.6346,4.7845,10.6859,0.0,107.0,1.1958,0.0,23473.0,4054.0,0735-1097,1558-3597,,,ok
https://openalex.org/S2595292759,Frontiers in Immunology,Q1,38,5.6307,3.5745,11.9825,0.0,151.0,1.3486,0.0,25600.0,23146.0,1664-3224,,,,ok
https://openalex.org/S30283931,Pharmaceutics,Q1,39,5.6277,3.1775,12.8482,0.0,107.0,1.4271,0.0,8642.0,8057.0,1999-4923,,,,ok
https://openalex.org/S143352558,Gastroenterology,Q1,40,5.6277,4.4538,11.2129,0.0,94.0,1.3341,0.0,18755.0,2316.0,0016-5085,1528-0012,,,ok
https://openalex.org/S67965910,International Journal of Surgery,Q1,41,5.6079,4.709,11.1054,0.0,50.0,2.8046,0.0,4419.0,2436.0,1743-9159,1743-9191,,,ok
https://openalex.org/S134773490,Journal of Neurology Neurosurgery & Psychiatry,Q1,42,5.5729,3.7226,12.701,0.0,47.0,1.3311,0.0,1366.0,672.0,0022-3050,1468-330X,,,ok
https://openalex.org/S62532593,Stroke,Q1,43,5.5086,3.8332,11.8792,0.0,69.0,1.4605,0.0,5980.0,1965.0,0039-2499,1524-4628,,,ok
https://openalex.org/S144187503,BMC Medical Education,Q1,44,5.4522,5.9966,8.5687,0.0,67.0,1.8349,0.0,5276.0,4358.0,1472-6920,,,,ok
https://openalex.org/S108768312,European Journal of Anaesthesiology,Q1,45,5.4273,5.0827,10.5854,0.0,30.0,1.6036,0.0,578.0,408.0,0265-0215,1365-2346,,,ok
https://openalex.org/S3485792,Arteriosclerosis Thrombosis and Vascular Biology,Q1,46,5.3738,4.0475,11.3594,0.0,46.0,1.806,0.0,2266.0,805.0,1079-5642,1524-4636,,,ok
https://openalex.org/S128507546,Resuscitation,Q1,47,5.3092,5.8725,8.8319,0.0,37.0,1.4843,0.0,2391.0,875.0,0300-9572,1873-1570,,,ok
https://openalex.org/S31768639,Age and Ageing,Q1,48,5.3025,5.2105,9.4383,0.0,46.0,1.8419,0.0,3262.0,1224.0,0002-0729,1468-2834,,,ok
https://openalex.org/S146641495,JAMA Dermatology,Q1,49,5.245,4.2468,10.6457,0.0,48.0,1.2898,0.0,1009.0,757.0,2168-6068,2168-6084,,,ok
https://openalex.org/S2764804524,Global Heart,Q1,50,5.2443,4.9674,10.2409,0.0,23.0,1.7355,0.0,348.0,285.0,2211-8160,2211-8179,,,ok
https://openalex.org/S110785341,Nutrients,Q2,51,5.2317,3.8018,10.2954,0.0,117.0,1.4527,0.0,18363.0,16671.0,2072-6643,,,,ok
https://openalex.org/S124035732,Anesthesiology,Q2,52,5.1977,5.0447,9.4599,0.0,41.0,1.4215,0.0,1505.0,742.0,0003-3022,1528-1175,,,ok
https://openalex.org/S16731738,European Journal of Cancer,Q2,53,5.1839,3.7484,10.9294,0.0,57.0,1.2927,0.0,3396.0,1658.0,0959-8049,1879-0852,,,ok
https://openalex.org/S2736626452,Cells,Q2,54,5.1597,3.2663,10.8629,0.0,111.0,1.2427,0.0,10851.0,10022.0,2073-4409,,,,ok
https://openalex.org/S181459644,World Journal of Gastroenterology,Q2,55,5.154,3.6703,10.8558,0.0,55.0,1.7024,0.0,1869.0,1639.0,1007-9327,2219-2840,,,ok
https://openalex.org/S2737939966,Foods,Q2,56,5.1278,3.6787,10.1059,0.0,106.0,1.639,0.0,16860.0,15541.0,2304-8158,,,,ok
https://openalex.org/S10623703,International Journal of Molecular Sciences,Q2,57,5.1215,3.262,10.1543,0.0,183.0,1.5015,0.0,58218.0,52773.0,1422-0067,1661-6596,,,ok
https://openalex.org/S200437886,BMC Public Health,Q2,58,5.0959,5.0946,8.2685,0.0,82.0,1.5586,0.0,13256.0,10919.0,1471-2458,,,,ok
https://openalex.org/S2489920150,Journal of the American Heart Association,Q2,59,5.0562,3.9566,9.8944,0.0,67.0,1.5936,0.0,4260.0,3765.0,2047-9980,,,,ok
https://openalex.org/S46732370,EP Europace,Q2,60,5.0412,3.75,10.2271,0.0,54.0,2.1072,0.0,4171.0,1474.0,1099-5129,1532-2092,,,ok
https://openalex.org/S2597401208,Frontiers in Endocrinology,Q2,61,5.0273,3.4378,10.1109,0.0,98.0,1.6737,0.0,11222.0,10049.0,1664-2392,,,,ok
https://openalex.org/S2484704948,Frontiers in Microbiology,Q2,62,4.987,3.2809,10.1524,0.0,105.0,1.4552,0.0,15206.0,14001.0,1664-302X,,,,ok
https://openalex.org/S157664895,Annals of Surgery,Q2,63,4.9593,4.1088,9.4735,0.0,52.0,1.9101,0.0,1573.0,1335.0,0003-4932,1528-1140,,,ok
https://openalex.org/S196734849,Scientific Reports,Q2,64,4.9546,3.8888,8.8262,0.0,143.0,1.6205,0.0,122409.0,102607.0,2045-2322,,,,ok
https://openalex.org/S16322639,Pharmaceuticals,Q2,65,4.9517,3.3769,10.1205,0.0,81.0,1.5093,0.0,6851.0,6112.0,1424-8247,,,,ok
https://openalex.org/S2596909297,Frontiers in Nutrition,Q2,66,4.913,3.5271,9.6723,0.0,91.0,1.3794,0.0,9390.0,8307.0,2296-861X,,,,ok
https://openalex.org/S4819472,European Radiology,Q2,67,4.8488,3.431,9.9806,0.0,56.0,1.5778,0.0,3196.0,2905.0,0938-7994,1432-1084,,,ok
https://openalex.org/S2506667490,Frontiers in Cellular and Infection Microbiology,Q2,68,4.8335,3.2405,9.914,0.0,80.0,1.259,0.0,5841.0,5267.0,2235-2988,,,,ok
https://openalex.org/S205775358,The Journal of Clinical Endocrinology & Metabolism,Q2,69,4.8237,3.7137,9.4886,0.0,58.0,1.4167,0.0,2594.0,2399.0,0021-972X,1945-7197,,,ok
https://openalex.org/S68724622,JAMA Ophthalmology,Q2,70,4.8036,3.7881,9.7492,0.0,40.0,1.1106,0.0,997.0,592.0,2168-6165,2168-6173,,,ok
https://openalex.org/S2898612692,Heliyon,Q2,71,4.7986,3.7474,8.3777,0.0,119.0,2.6863,0.0,34080.0,31107.0,2405-8440,,,,ok
https://openalex.org/S8802318,Annals of the New York Academy of Sciences,Q2,72,4.7892,4.4864,8.696,0.0,38.0,1.364,0.0,786.0,618.0,0077-8923,1749-6632,,,ok
https://openalex.org/S108525051,Journal of Allergy and Clinical Immunology,Q2,73,4.7717,3.6965,9.1524,0.0,66.0,1.5206,0.0,4972.0,1818.0,0091-6749,1085-8725,,,ok
https://openalex.org/S2595131146,Frontiers in Bioengineering and Biotechnology,Q2,74,4.7706,2.7126,10.31,0.0,87.0,1.2917,0.0,6268.0,5755.0,2296-4185,,,,ok
https://openalex.org/S51654951,Knee Surgery Sports Traumatology Arthroscopy,Q2,75,4.7624,4.2862,8.5692,0.0,48.0,1.6648,0.0,1734.0,1516.0,0942-2056,1433-7347,,,ok
https://openalex.org/S2764879405,Journal of Global Oncology,Q2,76,4.7483,2.435,0.0,11.5954,53.0,0.0,0.0,1318.0,0.0,2378-9506,,,,ok
https://openalex.org/S101949793,Sensors,Q2,77,4.7407,3.2978,8.8981,0.0,141.0,1.2701,0.0,35477.0,31349.0,1424-8220,,,,ok
https://openalex.org/S138569045,European Journal of Vascular and Endovascular Surgery,Q2,78,4.7389,4.1749,9.0677,0.0,33.0,1.3655,0.0,1882.0,776.0,1078-5884,1532-2165,,,ok
https://openalex.org/S126033908,Cancer,Q2,79,4.7315,3.8705,9.1123,0.0,48.0,1.3125,0.0,1693.0,1370.0,0008-543X,1045-7410,,,ok
https://openalex.org/S132108250,Frontiers in Pharmacology,Q2,80,4.6929,3.2471,9.139,0.0,98.0,1.2687,0.0,15500.0,13890.0,1663-9812,,,,ok
https://openalex.org/S2595931848,Frontiers in Public Health,Q2,81,4.6925,4.1577,7.8837,0.0,92.0,1.431,0.0,18614.0,15866.0,2296-2565,,,,ok
https://openalex.org/S168415115,Cancers,Q2,82,4.6578,3.0899,9.1404,0.0,106.0,1.2715,0.0,19891.0,17941.0,2072-6694,,,,ok
https://openalex.org/S93003929,Malaria Journal,Q2,83,4.6562,4.2105,8.429,0.0,42.0,1.4591,0.0,1664.0,1419.0,1475-2875,,,,ok
https://openalex.org/S108911230,Molecules,Q2,84,4.6538,2.5947,9.5339,0.0,138.0,1.3556,0.0,27641.0,25350.0,1420-3049,1433-1373,,,ok
https://openalex.org/S4210189130,JAMA Otolaryngology–Head & Neck Surgery,Q2,85,4.6075,4.0386,8.6828,0.0,35.0,1.3379,0.0,849.0,547.0,2168-6181,2168-619X,,,ok
https://openalex.org/S118428158,Frontiers in Aging Neuroscience,Q2,86,4.6051,2.9634,9.5833,0.0,66.0,1.2393,0.0,3572.0,3275.0,1663-4365,,,,ok
https://openalex.org/S12898181,BMC Health Services Research,Q2,87,4.6009,4.8955,6.8223,0.0,64.0,1.5145,0.0,6413.0,5426.0,1472-6963,,,,ok
https://openalex.org/S107905979,Arthroscopy The Journal of Arthroscopic and Related Surgery,Q2,88,4.6003,4.1438,8.3524,0.0,36.0,1.8898,0.0,1318.0,972.0,0749-8063,1526-3231,,,ok
https://openalex.org/S122347013,American Journal of Obstetrics and Gynecology,Q2,89,4.5829,4.5682,7.3206,0.0,58.0,1.452,0.0,5113.0,1746.0,0002-9378,1085-8709,,,ok
https://openalex.org/S187816532,European Journal of Pharmacology,Q2,90,4.5538,3.0892,9.3869,0.0,49.0,1.6787,0.0,2934.0,2512.0,0014-2999,1879-0712,,,ok
https://openalex.org/S2596924766,Frontiers in Cell and Developmental Biology,Q2,91,4.5258,2.7945,9.4599,0.0,75.0,0.9481,0.0,5601.0,5144.0,2296-634X,,,,ok
https://openalex.org/S15239247,International Journal of Environmental Research and Public Health,Q2,92,4.5257,3.3159,8.2818,0.0,122.0,0.842,0.0,27150.0,25525.0,1660-4601,1661-7827,,,ok
https://openalex.org/S161085503,American Journal of Roentgenology,Q2,93,4.4958,3.3888,9.0568,0.0,38.0,1.3727,0.0,972.0,647.0,0361-803X,1546-3141,,,ok
https://openalex.org/S53087977,Journal of Clinical Microbiology,Q2,94,4.4664,3.2189,9.1328,0.0,39.0,1.4485,0.0,860.0,698.0,0095-1137,1070-633X,,,ok
https://openalex.org/S144860794,The Annals of Thoracic Surgery,Q2,95,4.4205,3.1723,9.2634,0.0,35.0,0.928,0.0,1452.0,1050.0,0003-4975,1552-6259,,,ok
https://openalex.org/S4210217024,ESMO Open,Q2,96,4.4204,3.7441,7.8668,0.0,54.0,1.5672,0.0,4217.0,1456.0,2059-7029,,,,ok
https://openalex.org/S4210173111,BJOG An International Journal of Obstetrics & Gynaecology,Q2,97,4.4166,4.2742,7.6376,0.0,35.0,1.1571,0.0,1066.0,794.0,1470-0328,1471-0528,,,ok
https://openalex.org/S158377717,International Immunopharmacology,Q2,98,4.4147,3.0352,8.6232,0.0,62.0,1.9212,0.0,6631.0,5977.0,1567-5769,1878-1705,,,ok
https://openalex.org/S2764914486,International journal of scientific research,Q2,99,4.4129,2.1975,0.0,10.4643,60.0,0.0,0.0,3000.0,0.0,1992-884X,,,,ok
https://openalex.org/S4210172076,Diagnostics,Q2,100,4.4076,3.0734,8.287,0.0,89.0,1.4633,0.0,12923.0,10854.0,2075-4418,,,,ok
https://openalex.org/S22881060,Ultrasound in Obstetrics and Gynecology,Q3,101,4.4015,4.6398,7.01,0.0,34.0,1.4803,0.0,3256.0,704.0,0960-7692,1469-0705,,,ok
https://openalex.org/S4210214101,Healthcare,Q3,102,4.3963,3.7631,7.4096,0.0,78.0,1.4502,0.0,11601.0,9422.0,2227-9032,,,,ok
https://openalex.org/S5382288,International Journal of Cancer,Q3,103,4.3945,3.3145,8.5125,0.0,50.0,1.2764,0.0,1662.0,1391.0,0020-7136,1097-0215,,,ok
https://openalex.org/S2737005842,Biomedicines,Q3,104,4.3921,2.9192,8.459,0.0,89.0,1.3891,0.0,12392.0,10879.0,2227-9059,,,,ok
https://openalex.org/S45445671,Fertility and Sterility,Q3,105,4.3769,3.7659,7.7568,0.0,51.0,1.4077,0.0,5441.0,1442.0,0015-0282,1556-5653,,,ok
https://openalex.org/S130337233,The Gerontologist,Q3,106,4.3657,5.3344,5.9581,0.0,30.0,1.7301,0.0,857.0,629.0,0016-9013,1758-5341,,,ok
https://openalex.org/S13978405,The Medical Journal of Australia,Q3,107,4.3469,3.8906,7.9253,0.0,34.0,1.1529,0.0,898.0,724.0,0025-729X,1326-5377,,,ok
https://openalex.org/S139838620,Obstetrics and Gynecology,Q3,108,4.3139,4.1223,7.3083,0.0,41.0,1.0763,0.0,2832.0,1197.0,0029-7844,1873-233X,,,ok
https://openalex.org/S50016660,American Journal of Ophthalmology,Q3,109,4.2978,3.8488,7.545,0.0,38.0,1.6927,0.0,1473.0,1134.0,0002-9394,1879-1891,,,ok
https://openalex.org/S206830620,Atherosclerosis,Q3,110,4.286,3.4085,8.035,0.0,45.0,1.3339,0.0,4494.0,1148.0,0021-9150,1879-1484,,,ok
https://openalex.org/S108427512,Alzheimer s & Dementia,Q3,111,4.2847,3.3688,7.449,0.0,76.0,1.8559,0.0,22925.0,5403.0,1552-5260,1552-5279,,,ok
https://openalex.org/S2898358376,iScience,Q3,112,4.2483,2.801,8.1658,0.0,78.0,1.4463,0.0,10471.0,9090.0,2589-0042,,,,ok
https://openalex.org/S92766711,Frontiers in Psychiatry,Q3,113,4.2453,3.5945,7.1155,0.0,74.0,1.3624,0.0,9205.0,7932.0,1664-0640,,,,ok
https://openalex.org/S168041952,European Neuropsychopharmacology,Q3,114,4.2239,3.7271,7.6118,0.0,33.0,1.4572,0.0,2473.0,528.0,0924-977X,1873-7862,,,ok
https://openalex.org/S90745127,Journal of Thoracic Oncology,Q3,115,4.2195,2.9918,8.0418,0.0,59.0,1.5146,0.0,7320.0,1516.0,1556-0864,1556-1380,,,ok
https://openalex.org/S36980176,Computational and Mathematical Methods in Medicine,Q3,116,4.2162,1.5081,10.9767,0.0,32.0,0.5957,0.0,788.0,735.0,1748-670X,1748-6718,,,ok
https://openalex.org/S79587146,British Journal of Ophthalmology,Q3,117,4.2025,3.1472,8.2974,0.0,33.0,1.6301,0.0,831.0,642.0,0007-1161,1468-2079,,,ok
https://openalex.org/S125119059,Respirology,Q3,118,4.1988,3.3462,8.1937,0.0,33.0,0.9166,0.0,510.0,388.0,1323-7799,1440-1843,,,ok
https://openalex.org/S15137598,Journal of Clinical Oncology,Q3,119,4.1767,2.9042,7.1882,0.0,151.0,1.0435,0.0,31834.0,13995.0,0732-183X,1527-7755,,,ok
https://openalex.org/S123732490,BMC Pregnancy and Childbirth,Q3,120,4.1585,4.1391,6.4394,0.0,47.0,1.4137,0.0,4141.0,3354.0,1471-2393,,,,ok
https://openalex.org/S114689480,Journal of Molecular Medicine,Q3,121,4.1338,2.6208,8.967,0.0,29.0,1.2925,0.0,424.0,372.0,0946-2716,1432-1440,,,ok
https://openalex.org/S52732750,Frontiers in Physiology,Q3,122,4.1312,2.6495,8.1503,0.0,65.0,1.2087,0.0,6348.0,5769.0,1664-042X,,,,ok
https://openalex.org/S108732581,Critical Care Medicine,Q3,123,4.1034,3.141,7.7138,0.0,45.0,1.2026,0.0,5702.0,1469.0,0090-3493,1530-0293,,,ok
https://openalex.org/S128848949,Journal of Bone and Joint Surgery,Q3,124,4.1021,3.545,7.2696,0.0,36.0,1.5646,0.0,1469.0,959.0,0021-9355,1058-2436,,,ok
https://openalex.org/S22240167,Chinese Medical Journal,Q3,125,4.0885,3.1083,7.7101,0.0,42.0,1.4225,0.0,1791.0,1373.0,0366-6999,2542-5641,,,ok
https://openalex.org/S2764501393,Journal watch,Q3,126,4.0789,1.9367,0.0,9.2222,79.0,0.0,0.0,4000.0,0.0,0896-7210,,,,ok
https://openalex.org/S41454044,Annals of Oncology,Q3,127,4.0776,2.8165,7.2787,0.0,95.0,1.3966,0.0,17180.0,4601.0,0923-7534,1569-8041,,,ok
https://openalex.org/S4210200765,Life,Q3,128,4.0668,2.7643,7.5421,0.0,76.0,1.3441,0.0,8005.0,6843.0,2075-1729,,,,ok
https://openalex.org/S46544255,PLoS neglected tropical diseases,Q3,129,4.0554,3.4218,7.1219,0.0,50.0,0.8753,0.0,3057.0,2648.0,1935-2727,1935-2735,,,ok
https://openalex.org/S48915936,The Journal of Arthroplasty,Q3,130,4.0536,3.6631,6.6945,0.0,44.0,1.6506,0.0,3040.0,2390.0,0883-5403,1532-8406,,,ok
https://openalex.org/S171311646,Diabetes Research and Clinical Practice,Q3,131,4.0319,3.1542,7.37,0.0,43.0,1.5326,0.0,3262.0,1491.0,0168-8227,1872-8227,,,ok
https://openalex.org/S55776271,Viruses,Q3,132,4.0109,2.6737,7.5088,0.0,79.0,0.9789,0.0,8627.0,7721.0,1999-4915,,,,ok
https://openalex.org/S191565391,Heart,Q3,133,3.9998,3.2019,7.4821,0.0,37.0,0.938,0.0,897.0,695.0,1355-6037,1468-201X,,,ok
https://openalex.org/S54542293,The Journal of Infectious Diseases,Q3,134,3.9956,2.9618,7.5453,0.0,48.0,0.9438,0.0,2224.0,1846.0,0022-1899,1537-6613,,,ok
https://openalex.org/S25650217,Annals of the Rheumatic Diseases,Q3,135,3.9953,2.8174,7.2067,0.0,82.0,0.9853,0.0,13787.0,3174.0,0003-4967,1468-2060,,,ok
https://openalex.org/S144105592,Schizophrenia Research,Q3,136,3.9949,4.0164,6.3636,0.0,32.0,1.2884,0.0,1231.0,1023.0,0920-9964,1573-2509,,,ok
https://openalex.org/S41026820,International Journal of Gynecological Cancer,Q3,137,3.9868,2.8732,7.7514,0.0,36.0,1.5539,0.0,4197.0,1204.0,1048-891X,1525-1438,,,ok
https://openalex.org/S76304953,Investigative Ophthalmology & Visual Science,Q3,138,3.9786,3.0122,7.4946,0.0,37.0,1.5643,0.0,2114.0,1793.0,0146-0404,1552-5783,,,ok
https://openalex.org/S18197459,American Journal of Kidney Diseases,Q3,139,3.9741,3.0656,7.314,0.0,42.0,1.4165,0.0,2621.0,763.0,0272-6386,1523-6838,,,ok
https://openalex.org/S24649050,European Geriatric Medicine,Q3,140,3.9472,3.4808,6.9801,0.0,29.0,1.4365,0.0,669.0,542.0,1878-7649,1878-7657,,,ok
https://openalex.org/S4393911389,BMJ,Q3,141,3.9388,1.9391,0.0,9.2338,44.0,0.0,0.0,2647.0,0.0,0007-1447,,,,ok
https://openalex.org/S192814187,BMJ,Q3,142,3.9271,1.9315,0.0,9.1978,44.0,0.0,0.0,2649.0,0.0,0959-8138,,,,ok
https://openalex.org/S96615428,Journal of Virology,Q3,143,3.9107,2.813,7.4959,0.0,41.0,1.1923,0.0,2436.0,2154.0,0022-538X,1070-6321,,,ok
https://openalex.org/S127900037,Human Reproduction,Q3,144,3.8937,3.37,6.462,0.0,46.0,1.4792,0.0,5432.0,1677.0,0268-1161,1460-2350,,,ok
https://openalex.org/S2597052008,Frontiers in Medicine,Q3,145,3.8934,2.893,6.7097,0.0,77.0,1.1419,0.0,13758.0,10950.0,2296-858X,,,,ok
https://openalex.org/S95395365,Molecular Medicine Reports,Q3,146,3.8807,2.6455,7.7453,0.0,34.0,1.3722,0.0,967.0,839.0,1791-2997,1791-3004,,,ok
https://openalex.org/S160567915,Journal of Orthopaedic Surgery and Research,Q3,147,3.8794,3.2765,6.5289,0.0,42.0,1.9071,0.0,3469.0,2923.0,1749-799X,,,,ok
https://openalex.org/S2764766708,Microbiology Spectrum,Q3,148,3.8631,2.4613,7.3699,0.0,63.0,1.2174,0.0,7017.0,6213.0,2165-0497,,,,ok
https://openalex.org/S192926780,BMC Cancer,Q3,149,3.8543,2.7532,7.0382,0.0,53.0,1.442,0.0,6179.0,5219.0,1471-2407,,,,ok
https://openalex.org/S4210226234,Vaccines,Q3,150,3.8511,2.6191,7.1442,0.0,72.0,0.6575,0.0,6603.0,5862.0,2076-393X,,,,ok
https://openalex.org/S202381698,PLoS ONE,Q3,151,3.8503,3.1528,5.8422,0.0,104.0,1.2676,0.0,64986.0,53035.0,1932-6203,,,,ok
https://openalex.org/S2737969411,Journal of Clinical Medicine,Q3,152,3.85,2.8519,6.4228,0.0,85.0,1.4193,0.0,31561.0,26177.0,2077-0383,,,,ok
https://openalex.org/S206235894,Thrombosis and Haemostasis,Q3,153,3.8455,2.9232,7.4615,0.0,26.0,1.4285,0.0,629.0,452.0,0340-6245,2567-689X,,,ok
https://openalex.org/S4210205812,Applied Sciences,Q3,154,3.821,2.5855,6.3543,0.0,121.0,1.3247,0.0,51691.0,42625.0,2076-3417,,,,ok
https://openalex.org/S79704628,Neurology,Q3,155,3.8019,2.6887,6.6821,0.0,70.0,1.2958,0.0,14591.0,4563.0,0028-3878,1526-632X,,,ok
https://openalex.org/S100767427,Lung Cancer,Q3,156,3.7972,2.6536,7.2887,0.0,37.0,1.49,0.0,2300.0,938.0,0169-5002,1872-8332,,,ok
https://openalex.org/S144507673,Radiotherapy and Oncology,Q3,157,3.7919,2.9252,6.7039,0.0,44.0,1.5498,0.0,12398.0,1837.0,0167-8140,1879-0887,,,ok
https://openalex.org/S167664057,Pediatric Research,Q3,158,3.7881,3.6798,5.6831,0.0,40.0,1.7358,0.0,2537.0,1755.0,0031-3998,1530-0447,,,ok
https://openalex.org/S4210233903,Science-Business eXchange,Q3,159,3.7835,1.8087,0.0,8.6128,53.0,0.0,0.0,4000.0,0.0,1945-3477,,,,ok
